seq,naive1,naive2,naive3,kmp1,kmp2,kmp3
397000,2.9151402122806756e-07,2.436998765915632e-07,2.478879687259905e-07,2.528500335756689e-07,2.4906793260015546e-07,2.4974410189315676e-07
398000,2.629139635246247e-07,2.419200027361512e-07,2.468699385644868e-07,2.530520287109539e-07,2.51187986577861e-07,2.497220048098825e-07
399000,3.042339958483353e-07,2.4766598653513937e-07,2.558320193202235e-07,2.615580742713064e-07,2.5372596428496757e-07,2.574820027803071e-07
400000,2.825259070959874e-07,2.5122998340521013e-07,2.538340486353263e-07,2.6133398205274714e-07,2.5725997693371023e-07,2.5869207456707956e-07
401000,2.670040339580737e-07,2.4407405726378786e-07,2.705079896259121e-07,2.5009403179865333e-07,2.472918713465333e-07,2.496560264262371e-07
402000,4.253618317306972e-07,3.0284599051810803e-07,3.018419884028844e-07,3.123959759250283e-07,3.051460153074004e-07,3.031580272363499e-07
403000,3.6663209175458175e-07,2.909679897129536e-07,3.3083402377087626e-07,3.410859862924553e-07,2.9966190049890424e-07,3.285639832029119e-07
404000,3.102979753748514e-07,2.398839424131439e-07,2.410480665275827e-07,2.4996000865940003e-07,2.403579783276655e-07,2.418099611531943e-07
405000,2.6997207896783953e-07,2.3872609017416837e-07,2.42825954046566e-07,2.454479981679469e-07,2.428080333629623e-07,2.433759873383678e-07
406000,3.0411404441110786e-07,2.3562800924992187e-07,2.3746195074636487e-07,2.4807807494653394e-07,2.407299034530297e-07,2.4255405878648165e-07
407000,2.610159863252193e-07,2.338740960112773e-07,2.3626796610187738e-07,2.4339193623745816e-07,2.4004979786695907e-07,2.4141599715221673e-07
408000,2.6427392731420695e-07,2.3367212270386518e-07,2.3675799457123504e-07,2.448939339956269e-07,2.4185405345633624e-07,2.40581895923242e-07
409000,2.553980884840712e-07,2.325360765098594e-07,2.3549803881905972e-07,2.435379574308172e-07,2.395419360254891e-07,2.4073597887763756e-07
410000,2.8267197922104967e-07,2.3405997490044682e-07,2.3822803632356225e-07,2.514879161026329e-07,2.4038395349634805e-07,2.4065006437012925e-07
411000,2.793799940263852e-07,2.3550801415694876e-07,2.404940460110083e-07,2.4981799651868643e-07,2.4367203150177376e-07,2.4334005865966905e-07
412000,2.72271950962022e-07,2.4038996343733737e-07,2.455099529470317e-07,2.5257598463213073e-07,2.460940668242983e-07,2.4786011636024337e-07
413000,2.9313801496755333e-07,2.3837600747356195e-07,2.656100841704756e-07,2.491020059096627e-07,2.40602093981579e-07,2.47746029344853e-07
414000,2.603880493552424e-07,2.3717399744782597e-07,2.409559529041871e-07,2.4304199905600395e-07,2.388320644968189e-07,2.404519764240831e-07
415000,2.5173403264489023e-07,2.367121633142233e-07,2.39476103160996e-07,2.420179516775533e-07,2.389360961387866e-07,2.3991413763724264e-07
416000,2.517980101401918e-07,2.3479401716031132e-07,2.3827208497095854e-07,2.5930002448149025e-07,2.399820150458254e-07,2.4108598154271024e-07
417000,2.7213613066123796e-07,2.3910796153359115e-07,2.4304005637532096e-07,2.488220779923722e-07,2.419020092929714e-07,2.4426403251709414e-07
418000,3.3495786192361267e-07,2.418700169073418e-07,2.5043790810741483e-07,2.697000818443485e-07,2.4910610227379946e-07,2.533040023990907e-07
419000,2.996380644617603e-07,2.410779416095466e-07,2.4490793293807655e-07,2.5364814064232634e-07,2.496859815437347e-07,2.482780473656021e-07
420000,2.6420402718940747e-07,2.406160056125373e-07,2.420219607301988e-07,2.5183397519867864e-07,2.47808093263302e-07,2.477220623404719e-07
421000,3.829200868494809e-07,2.978299598908052e-07,2.9726001957897097e-07,3.2166596065508194e-07,3.00417908874806e-07,3.064900956815109e-07
422000,4.2808005673578004e-07,3.155620070174336e-07,3.402699221624062e-07,3.539659446687438e-07,3.3241792698390776e-07,3.351760460645891e-07
423000,3.00587918900419e-07,2.554399616201408e-07,2.666180444066413e-07,2.7859787951456384e-07,2.574520040070638e-07,2.6695599080994727e-07
424000,2.8128597477916624e-07,2.485019649611786e-07,2.5425405328860506e-07,2.5743011792656034e-07,2.5424807972740385e-07,2.564180322224274e-07
425000,2.5964013912016527e-07,2.410480155958794e-07,2.431199900456704e-07,2.489959006197751e-07,2.4370999017264693e-07,2.454539717291482e-07
426000,2.916559824370779e-07,2.446160142426379e-07,2.480019393260591e-07,2.48884032771457e-07,2.585900438134558e-07,2.460879841237329e-07
427000,2.683420025277883e-07,2.562020235927776e-07,2.422859688522294e-07,2.4553803814342247e-07,2.3911195603432133e-07,2.4167603260139004e-07
428000,3.2265004847431554e-07,2.5355802790727466e-07,4.627620073733851e-07,2.643340267241001e-07,2.5664000713732095e-07,2.5747011386556553e-07
429000,2.6848397101275625e-07,2.4616207520011814e-07,2.5224206183338545e-07,2.5648608425399286e-07,2.4932200176408515e-07,2.5150206056423485e-07
430000,3.5784393548965446e-07,3.0177001463016496e-07,3.360820337547921e-07,3.1551004940411075e-07,3.078000736422837e-07,3.076859939028509e-07
431000,3.83903992769774e-07,2.8276804368942974e-07,2.909099275711924e-07,3.0623210477642716e-07,2.876279686461203e-07,2.95445992378518e-07
432000,3.6165813071420417e-07,2.7666398818837484e-07,3.0404805875150486e-07,3.1115208548726515e-07,2.827780190273188e-07,2.984120510518551e-07
433000,2.6764997164718806e-07,2.4645191297167913e-07,2.484620199538768e-07,2.74320031167008e-07,2.475580622558482e-07,2.5083192304009575e-07
434000,3.5945005947723986e-07,2.4893403315218166e-07,2.7148001390742135e-07,2.582519155112095e-07,2.5469412503298367e-07,3.881879893015139e-07
435000,3.124279246549122e-07,2.4914601090131326e-07,2.627800349728204e-07,3.1881988979876045e-07,2.542320216889493e-07,2.5519200426060706e-07
436000,2.739619667408988e-07,2.4494603712810204e-07,2.490039696567692e-07,2.579040301498026e-07,2.5266006559832016e-07,2.5282809656346214e-07
437000,2.6711390091804785e-07,2.4296795163536443e-07,2.451020263833925e-07,2.5220406678272406e-07,2.486759622115642e-07,2.482298514223657e-07
438000,3.78838049073238e-07,2.8624000697163866e-07,2.885019275709056e-07,3.043560864171013e-07,3.252259630244226e-07,2.9224595346022394e-07
439000,3.797159879468381e-07,2.8159003704786297e-07,2.9883792740292843e-07,3.105459181824699e-07,3.223320163669996e-07,2.9933391488157207e-07
440000,3.8133400812512256e-07,2.7234786102781074e-07,3.4322807186981657e-07,3.468139257165603e-07,2.985518876812421e-07,3.3855801302706824e-07
441000,2.991079018102028e-07,2.4904399469960485e-07,2.531839854782447e-07,2.627440699143335e-07,2.5704599829623477e-07,2.5738991826074196e-07
442000,2.683159327716566e-07,2.432659020996652e-07,2.452340777381323e-07,2.510820268071256e-07,2.4754600599408155e-07,2.4871386267477645e-07
443000,2.8861398459412155e-07,2.4533588293707005e-07,2.4878002295736223e-07,2.5916191953001543e-07,2.7346193382982165e-07,2.514639490982518e-07
444000,3.02007989375852e-07,2.5171000743284823e-07,2.5703814753796903e-07,2.648300651344471e-07,2.586000045994297e-07,2.604859473649412e-07
445000,2.715861046453938e-07,2.42946065554861e-07,2.469918981660157e-07,2.498538815416396e-07,2.4731801386224107e-07,2.4704402312636377e-07
446000,4.3343593279132625e-07,3.0660396441817285e-07,3.093360646744258e-07,3.3514801179990183e-07,3.093261329922825e-07,3.111121550318785e-07
447000,3.9459802792407577e-07,3.114660430583172e-07,3.542060076142662e-07,3.5186010791221636e-07,3.361759445397183e-07,3.3728799462551244e-07
448000,2.830781668308191e-07,2.462701086187735e-07,2.5089409609790894e-07,2.543558948673308e-07,2.4860813573468473e-07,2.5014001585077497e-07
449000,2.7864604635396975e-07,2.4774001940386365e-07,2.542220536270179e-07,2.529080520616844e-07,2.503160358173773e-07,2.5233404448954385e-07
450000,2.933019859483466e-07,3.7164006062084806e-07,2.614520926726982e-07,2.9161199927330016e-07,2.6422202063258733e-07,2.620599407237023e-07
451000,3.2848813134478407e-07,2.4377393128816043e-07,2.5021000328706574e-07,2.5820410519372674e-07,2.5115404423559086e-07,2.5083783839363604e-07
452000,2.90020092506893e-07,2.437860021018423e-07,2.479100003256462e-07,2.5829201331362127e-07,2.5032011035364124e-07,2.508478137315251e-07
453000,2.966720130643807e-07,2.546600007917732e-07,2.566740440670401e-07,2.580459258751944e-07,2.536419706302695e-07,2.512960491003469e-07
454000,2.7288405544823034e-07,2.489879771019332e-07,2.502339339116588e-07,2.5620814267313113e-07,2.5123596424236894e-07,2.5052601267816496e-07
455000,3.456619961070829e-07,2.661460530362092e-07,2.7210605185246093e-07,2.7865591982845217e-07,2.8462600312195716e-07,3.78158139938023e-07
456000,3.0286391120171174e-07,2.6370391424279656e-07,3.8230400241445744e-07,2.8396790003171193e-07,2.73362013103906e-07,2.927919995272532e-07
457000,2.7383401902625334e-07,2.509959740564227e-07,2.5310605997219685e-07,2.793900202959776e-07,2.5376398116350177e-07,2.5566990370862187e-07
458000,3.3135997364297517e-07,2.59437998465728e-07,2.663619670784101e-07,2.7230018167756505e-07,2.631201496114955e-07,2.937900280812755e-07
459000,2.889820098062046e-07,2.5262999406550083e-07,2.5636600912548607e-07,2.6307809457648545e-07,2.581279914011247e-07,2.5779603311093527e-07
460000,2.9098995582899076e-07,2.576779952505603e-07,2.6277409051544965e-07,2.6617995172273367e-07,2.6133182836929333e-07,2.6473404432181267e-07
461000,3.280540040577762e-07,2.74645906756632e-07,2.770779610727913e-07,4.988640648662112e-07,2.7751993911806496e-07,2.8022805781802165e-07
462000,2.8672596090473234e-07,2.5317794643342497e-07,2.58406151260715e-07,2.6015006733359767e-07,2.5527596881147475e-07,2.565479662735015e-07
463000,3.997560852440074e-07,3.1455203861696647e-07,3.1776191462995483e-07,3.318820890854113e-07,3.1721402046969167e-07,3.217979610781186e-07
464000,4.416061055962927e-07,3.3970605727517983e-07,3.4089804103132336e-07,3.552900016075001e-07,3.472440366749651e-07,3.487080393824727e-07
465000,3.407960102776997e-07,2.7290599246043715e-07,2.773859450826421e-07,2.8681393450824543e-07,2.732981811277568e-07,2.7889597549801694e-07
466000,2.7327199495630337e-07,2.4662207579240205e-07,2.5094013835769145e-07,2.5241196271963415e-07,2.4938191199908036e-07,2.5140796788036823e-07
467000,2.783859381452203e-07,2.463720738887787e-07,2.559559143264778e-07,2.5332593213533984e-07,2.4731605662964285e-07,2.4844007566571244e-07
468000,4.4183003774378446e-07,3.676260603242554e-07,3.673880128189921e-07,4.0728008752921594e-07,3.623439915827476e-07,3.6305400863056996e-07
469000,2.9178999830037354e-07,2.5426007050555203e-07,2.564299502409995e-07,2.6475601771380753e-07,2.57673927990254e-07,2.5746398023329676e-07
470000,2.680799734662287e-07,2.4747002316871664e-07,2.4865998420864343e-07,2.5521407224005085e-07,4.6966403897386054e-07,2.522580689401365e-07
471000,4.115959818591364e-07,2.821899397531524e-07,2.8716791712213306e-07,3.0478787812171503e-07,2.862280744011514e-07,2.88407965854276e-07
472000,4.3118995381519195e-07,3.53319977875799e-07,3.5886000114260247e-07,3.693800899782218e-07,3.58202014467679e-07,3.6502403236227105e-07
473000,3.246839041821658e-07,2.959199409815483e-07,2.989597924170084e-07,3.0541208252543583e-07,2.9793000430800017e-07,3.027340353582986e-07
474000,2.803460665745661e-07,2.4431796191493044e-07,2.5161395751638333e-07,2.5380005536135283e-07,2.4710208526812497e-07,2.4817186931613835e-07
475000,3.4495789441280063e-07,2.9632604127982627e-07,3.0004207656020297e-07,3.0710404098499564e-07,3.013340610777959e-07,2.9928807634860275e-07
476000,3.859460412058979e-07,3.2339595782104883e-07,3.252999958931468e-07,3.323140481370501e-07,3.2507799915038047e-07,3.2197393738897516e-07
477000,2.761860523605719e-07,2.3904207046143707e-07,2.4362406838918103e-07,2.5306406314484775e-07,2.508959951228462e-07,2.4626593221910297e-07
478000,2.8030184330418706e-07,2.4838000535964963e-07,2.785938704619185e-07,2.6043006073450665e-07,2.54753977060318e-07,2.574200116214342e-07
479000,4.216080851620063e-07,3.129580290988088e-07,3.550220644683577e-07,3.307579027023166e-07,4.09479922382161e-07,3.1593999301549047e-07
480000,5.721240522689187e-07,3.0601599428337065e-07,3.107719385297969e-07,3.1844402838032694e-07,3.156639213557355e-07,3.163159999530763e-07
481000,3.087838849751279e-07,2.7439605764811865e-07,2.7891999343410135e-07,2.8234998171683405e-07,2.782159790513106e-07,2.7794608467957004e-07
482000,2.807220153044909e-07,2.627620415296406e-07,2.5471209664829076e-07,2.519660629332066e-07,2.469339451636188e-07,2.471939733368345e-07
483000,2.957340184366331e-07,2.436519571347162e-07,2.5181408273056154e-07,2.599699146230705e-07,2.5042604102054615e-07,2.514060397516005e-07
484000,2.8380397998262203e-07,2.4047199258347977e-07,2.451459804433398e-07,2.533920342102647e-07,2.4672596191521735e-07,2.4769406445557253e-07
485000,2.8950793057447295e-07,2.457219306961633e-07,2.4815998040139674e-07,2.5629806623328474e-07,2.470980252837762e-07,2.4973198742372914e-07
486000,2.8015375573886556e-07,2.42922134930268e-07,2.446958897053264e-07,2.5701396225485953e-07,2.468480306561105e-07,2.478340320521966e-07
487000,3.4221007808810107e-07,2.529699486331083e-07,2.5653002376202494e-07,2.7090596995549273e-07,2.5747001927811655e-07,2.616860729176551e-07
488000,2.908279857365415e-07,2.461279727867804e-07,2.4822797422530124e-07,2.559479980845936e-07,2.478080787113868e-07,2.4886003666324537e-07
489000,2.7115399279864504e-07,2.447779115755111e-07,2.481238698237576e-07,2.7908597985515374e-07,2.507140161469579e-07,2.516879394534044e-07
490000,2.9364200599957256e-07,2.507020981283858e-07,2.5724401348270475e-07,2.6553188217803835e-07,2.587520066299476e-07,2.5912605633493515e-07
491000,2.729499174165539e-07,2.469480023137294e-07,2.516720269341022e-07,2.5232606276404113e-07,2.496800516382791e-07,2.508619290892966e-07
492000,3.139499094686471e-07,2.4457398831145834e-07,2.5064406509045513e-07,2.581620428827591e-07,2.4810790637275203e-07,2.4894193484215063e-07
493000,2.7531995874596764e-07,2.4238996411440897e-07,2.4724000832065937e-07,2.4747197312535716e-07,2.446960279485211e-07,2.4437196407234295e-07
494000,3.087640507146716e-07,2.4515001132385805e-07,2.4766005662968384e-07,2.493960928404704e-07,2.436600479995832e-07,2.447279912303202e-07
495000,3.354739892529324e-07,2.797300912789069e-07,2.598779465188272e-07,2.694920840440318e-07,2.5587401614757255e-07,2.5506612291792403e-07
496000,2.8350207867333665e-07,2.4941807350842276e-07,2.5331000506412235e-07,2.6078005612362173e-07,2.523080038372427e-07,2.546800096752122e-07
497000,2.880119864130393e-07,2.446960425004363e-07,2.492521089152433e-07,2.583799359854311e-07,2.509619953343645e-07,2.523720904719084e-07
498000,2.7350409800419583e-07,2.4242398649221283e-07,2.4569787638029085e-07,2.530378842493519e-07,2.4694203602848576e-07,2.498440371709875e-07
499000,2.703941281652078e-07,2.7246196987107395e-07,2.4357599613722415e-07,2.4824201682349667e-07,2.461438925820403e-07,2.450339088682085e-07
500000,2.923140855273232e-07,2.4675999156897886e-07,2.487420570105314e-07,2.6289999368600545e-07,2.5183797697536646e-07,2.7018607943318777e-07
